customerID,Churn,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Monthly,Total,churn_bin,qtd_servicos,tenure_faixa
0962-CQPWQ,No,Two Year,0,Bank Transfer (Automatic),1,0,Female,0,1,1,62,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.3,1296.15,0.0,,49–72
0963-ZBDRN,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,32,Fiber Optic,0,0,0,1,1,1,96.2,3183.4,1.0,3.0,25–48
0967-BMLBD,No,One Year,1,Mailed Check,1,0,Female,0,1,1,11,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.0,196.35,0.0,,0–12
0968-FTNYZ,,Month-To-Month,1,Electronic Check,1,0,Female,0,0,1,13,Dsl,1,1,0,0,0,0,56.0,764.55,,2.0,13–24
0968-GSIKN,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,0,0,1,Fiber Optic,0,0,0,0,0,0,70.8,70.8,1.0,0.0,0–12
0969-RGKCU,No,One Year,0,Credit Card (Automatic),1,0,Male,0,1,1,37,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.8,677.05,0.0,,25–48
0970-ETWGE,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,1,Fiber Optic,0,0,0,0,1,1,89.55,89.55,1.0,2.0,0–12
0970-QXPXW,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.65,19.65,0.0,,0–12
0971-QIFJK,No,Two Year,0,Bank Transfer (Automatic),1,1,Female,0,1,0,69,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.25,1641.8,0.0,,49–72
0973-KYVNF,No,Two Year,1,Credit Card (Automatic),1,0,Female,0,1,1,72,Dsl,1,1,1,0,1,0,70.65,5011.15,0.0,4.0,49–72
0975-UYDTX,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,0,26,Dsl,1,1,1,1,1,1,90.1,2312.55,0.0,6.0,25–48
0975-VOOVL,No,Month-To-Month,0,Mailed Check,0,No Phone Service,Female,0,0,0,3,Dsl,0,1,0,0,0,0,29.2,98.5,0.0,1.0,0–12
0979-MOZQI,No,Two Year,1,Bank Transfer (Automatic),0,No Phone Service,Male,0,1,0,62,Dsl,0,0,0,1,1,0,39.0,2337.45,0.0,2.0,49–72
0979-PHULV,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,1,1,69,Fiber Optic,0,0,1,0,1,1,99.45,7007.6,1.0,3.0,49–72
0980-FEXWF,No,One Year,0,Mailed Check,1,0,Male,0,1,1,26,Dsl,0,0,1,0,0,0,50.35,1285.8,0.0,1.0,25–48
0980-PVMRC,No,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,0,1,1,40,Dsl,0,1,0,0,1,1,50.85,2036.55,0.0,3.0,25–48
0983-TATYJ,No,One Year,1,Mailed Check,1,0,Female,0,1,0,33,Dsl,0,0,0,1,0,0,51.45,1758.9,0.0,1.0,25–48
0988-AADSA,No,Two Year,0,Bank Transfer (Automatic),1,1,Female,0,1,1,72,Dsl,1,1,1,1,0,1,80.85,5824.75,0.0,5.0,49–72
0988-JRWWP,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,3,Dsl,0,0,0,0,1,0,54.2,140.4,0.0,1.0,0–12
0991-BRRFB,Yes,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,18,Dsl,1,0,0,0,0,0,49.4,874.8,1.0,1.0,13–24
0993-OSGPT,No,One Year,1,Bank Transfer (Automatic),1,0,Female,1,1,0,68,Dsl,0,1,1,1,0,0,60.65,3975.9,0.0,3.0,49–72
0997-YTLNY,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,1,19,Dsl,0,0,0,1,0,0,48.8,953.65,0.0,1.0,13–24
0999-QXNSA,No,Month-To-Month,1,Mailed Check,1,0,Male,1,0,1,7,Dsl,0,0,0,0,0,0,45.75,344.2,0.0,0.0,0–12
1000-AJSLD,Yes,Month-To-Month,1,Mailed Check,1,0,Male,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.1,20.1,1.0,,0–12
1004-NOZNR,No,One Year,0,Credit Card (Automatic),1,0,Male,1,0,1,56,Fiber Optic,1,0,0,0,1,1,94.8,5264.3,0.0,3.0,49–72
1009-IRMNA,Yes,Month-To-Month,0,Bank Transfer (Automatic),1,0,Female,0,0,0,7,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.0,137.6,1.0,,0–12
1010-DIAUQ,Yes,Month-To-Month,0,Bank Transfer (Automatic),1,0,Male,0,0,0,5,Fiber Optic,0,0,1,0,1,1,96.5,492.55,1.0,3.0,0–12
1013-QCWAM,No,Month-To-Month,1,Electronic Check,1,1,Female,1,1,0,66,Fiber Optic,0,1,0,0,1,1,100.8,6690.75,0.0,3.0,49–72
1015-JPFYW,No,One Year,0,Mailed Check,1,0,Male,0,0,1,7,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.45,136.75,0.0,,0–12
1015-OWJKI,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.05,19.05,0.0,,0–12
1016-DJTSV,No,Month-To-Month,1,Electronic Check,1,0,Male,1,0,0,8,Fiber Optic,0,0,0,0,0,0,69.7,572.85,0.0,0.0,0–12
1017-FBQMM,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,1,62,Fiber Optic,0,1,0,1,1,1,106.05,6703.5,0.0,4.0,49–72
1020-JPQOW,No,Month-To-Month,0,Electronic Check,1,1,Female,0,1,0,56,Fiber Optic,0,1,1,1,0,0,90.55,5116.6,0.0,3.0,49–72
1022-RKXDR,No,One Year,1,Mailed Check,1,1,Female,0,0,0,41,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.85,962.25,0.0,,25–48
1023-BQXZE,No,Two Year,1,Bank Transfer (Automatic),1,0,Male,0,0,0,57,Dsl,1,0,1,0,1,1,74.35,4317.35,0.0,4.0,49–72
1024-GUALD,Yes,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,0,1,0,1,Dsl,0,0,0,0,0,0,24.8,24.8,1.0,0.0,0–12
1024-KPRBB,No,One Year,1,Mailed Check,1,0,Female,0,0,0,38,Fiber Optic,0,0,0,0,1,1,89.1,3342.0,0.0,2.0,25–48
1024-VRZHF,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,1,0,11,Fiber Optic,0,0,0,0,0,0,74.95,825.7,1.0,0.0,0–12
1025-FALIX,No,Month-To-Month,1,Credit Card (Automatic),1,0,Female,0,0,0,26,Fiber Optic,0,0,0,0,0,0,69.05,1815.65,0.0,0.0,25–48
1027-LKKQQ,No,Two Year,1,Bank Transfer (Automatic),1,0,Female,0,1,1,72,Dsl,1,0,1,1,1,1,80.45,5886.85,0.0,5.0,49–72
1028-FFNJK,No,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,30,Fiber Optic,0,0,0,1,1,1,101.5,2917.65,0.0,3.0,25–48
1029-QFBEN,Yes,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.55,19.55,1.0,,0–12
1031-IIDEO,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,1,Fiber Optic,0,0,0,0,0,0,70.85,70.85,1.0,0.0,0–12
1032-MAELW,No,One Year,1,Electronic Check,1,1,Female,0,1,1,68,Dsl,1,1,1,1,0,1,78.45,5333.35,0.0,5.0,49–72
1035-IPQPU,No,Month-To-Month,1,Electronic Check,1,1,Female,1,1,0,63,Fiber Optic,0,1,1,0,1,1,103.5,6479.4,0.0,4.0,49–72
1036-GUDCL,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,1,1,60,Dsl,1,1,0,1,1,1,79.05,4663.4,0.0,5.0,49–72
1038-RQOST,No,Month-To-Month,0,Mailed Check,1,0,Male,0,1,1,19,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.6,414.95,0.0,,13–24
1038-ZAGBI,Yes,One Year,0,Bank Transfer (Automatic),1,0,Female,0,1,1,12,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.8,229.6,1.0,,0–12
1041-RXHRA,Yes,Month-To-Month,0,Bank Transfer (Automatic),1,0,Female,0,0,0,41,Fiber Optic,0,0,0,0,0,0,70.25,2868.05,1.0,0.0,25–48
1042-HFUCW,No,One Year,1,Credit Card (Automatic),1,0,Female,0,0,1,25,Dsl,0,1,0,1,0,0,54.75,1266.35,0.0,2.0,25–48
1043-UXOVO,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,0,0,71,Fiber Optic,1,1,1,1,1,1,113.15,7993.3,0.0,6.0,49–72
1043-YCUTE,Yes,Two Year,1,Credit Card (Automatic),1,1,Male,0,1,0,56,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.15,1327.15,1.0,,49–72
1045-LTCYT,No,Month-To-Month,0,Credit Card (Automatic),1,0,Female,0,1,1,8,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,21.05,139.75,0.0,,0–12
1047-NNCBF,No,Month-To-Month,0,Credit Card (Automatic),1,0,Male,0,0,0,20,Fiber Optic,0,0,0,0,0,0,70.55,1493.55,0.0,0.0,13–24
1047-RNXZV,No,Two Year,0,Mailed Check,1,0,Male,0,0,0,43,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.55,876.15,0.0,,25–48
1049-FYSYG,No,Month-To-Month,1,Credit Card (Automatic),0,No Phone Service,Female,0,1,0,17,Dsl,0,1,1,0,0,0,35.65,646.05,0.0,2.0,13–24
1051-EQPZR,No,Month-To-Month,0,Mailed Check,1,0,Female,0,1,1,44,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.6,780.25,0.0,,25–48
1051-GEJLJ,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,2,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.5,27.55,0.0,,0–12
1052-QJIBV,No,Two Year,0,Credit Card (Automatic),1,0,Female,0,1,1,71,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.9,1397.3,0.0,,49–72
1053-MXTTK,No,Two Year,1,Bank Transfer (Automatic),1,0,Female,0,1,1,72,Fiber Optic,1,1,1,1,1,1,108.65,7726.35,0.0,6.0,49–72
1057-FOGLZ,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,18,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.65,391.7,0.0,,13–24
1058-CIYUA,,One Year,1,Electronic Check,1,1,Female,1,1,0,52,Fiber Optic,0,1,1,0,1,1,106.5,5621.85,,4.0,49–72
1060-ENTOF,No,One Year,1,Credit Card (Automatic),1,1,Female,1,1,0,67,Fiber Optic,1,1,1,1,0,1,105.4,7035.6,0.0,5.0,49–72
1061-PNTHC,No,Month-To-Month,1,Mailed Check,1,1,Female,0,1,1,56,Fiber Optic,1,0,1,1,1,1,109.6,5953.0,0.0,5.0,49–72
1062-LHZOD,Yes,Month-To-Month,1,Mailed Check,1,0,Male,0,1,1,1,Fiber Optic,0,0,0,0,0,0,69.9,69.9,1.0,0.0,0–12
1063-DHQJF,No,Two Year,1,Mailed Check,1,0,Male,0,1,1,69,Fiber Optic,0,1,0,1,1,0,92.15,6480.9,0.0,3.0,49–72
1064-FBXNK,No,One Year,0,Credit Card (Automatic),1,0,Male,0,1,1,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.85,19.85,0.0,,0–12
1066-JKSGK,Yes,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.15,20.15,1.0,,0–12
1069-QJOEE,No,One Year,0,Electronic Check,1,0,Male,0,1,1,25,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.9,505.45,0.0,,25–48
1069-XAIEM,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,1,Fiber Optic,0,0,0,0,0,1,85.05,85.05,1.0,1.0,0–12
1073-XXCZD,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,0,55,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.7,1443.65,0.0,,49–72
1074-AMIOH,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,0,1,1,53,Fiber Optic,0,1,1,1,1,1,108.25,5935.1,0.0,5.0,49–72
1074-WVEVG,No,One Year,0,Mailed Check,1,0,Female,0,1,0,59,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,1267.0,0.0,,49–72
1075-BGWOH,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,16,Fiber Optic,0,0,1,0,1,1,98.75,1587.55,1.0,3.0,13–24
1077-HUUJM,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,1,7,Fiber Optic,0,0,0,0,0,0,71.05,472.65,0.0,0.0,0–12
1078-TDCRN,No,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,1,1,0,3,Dsl,0,1,0,0,0,0,30.75,82.85,0.0,1.0,0–12
1080-BWSYE,No,Two Year,0,Credit Card (Automatic),1,1,Male,1,1,0,64,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.65,1740.8,0.0,,49–72
1084-MNSMJ,No,Two Year,0,Credit Card (Automatic),1,0,Female,0,1,1,51,Dsl,1,1,1,1,1,1,85.5,4421.95,0.0,6.0,49–72
1084-UQCHV,Yes,Month-To-Month,0,Bank Transfer (Automatic),1,0,Male,0,0,1,1,Fiber Optic,0,0,0,0,0,0,69.75,69.75,1.0,0.0,0–12
1085-LDWAM,No,One Year,1,Credit Card (Automatic),1,0,Female,0,1,1,69,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,1442.65,0.0,,49–72
1086-LXKFY,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,1,1,1,Fiber Optic,0,0,0,0,0,0,69.1,69.1,1.0,0.0,0–12
1087-GRUYI,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,1,0,38,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.4,743.5,0.0,,25–48
1087-UDSIH,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,0,0,3,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.6,59.75,1.0,,0–12
1088-AUUZZ,No,Two Year,1,Credit Card (Automatic),1,1,Male,0,1,1,56,Dsl,1,1,0,1,0,1,75.85,4261.2,0.0,4.0,49–72
1088-CNNKB,No,One Year,0,Credit Card (Automatic),1,1,Male,0,1,0,63,Dsl,1,1,1,1,0,1,80.0,5040.2,0.0,5.0,49–72
1089-HDMKP,No,Month-To-Month,1,Electronic Check,1,0,Male,1,0,1,11,Dsl,0,1,0,1,0,0,54.55,601.25,0.0,2.0,0–12
1089-XZWHH,No,Two Year,1,Mailed Check,1,0,Female,0,1,1,24,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.7,494.05,0.0,,13–24
1090-ESELR,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,1,1,72,Fiber Optic,1,1,0,1,1,1,105.5,7611.55,0.0,5.0,49–72
1090-PYKCI,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,1,69,Fiber Optic,1,1,1,1,1,0,105.1,7234.8,0.0,5.0,49–72
1091-SOZGA,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,1,56,Fiber Optic,0,0,1,0,1,1,99.8,5515.45,0.0,3.0,49–72
1092-GANHU,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,17,Fiber Optic,0,0,1,0,0,0,76.65,1313.55,1.0,1.0,13–24
1092-WPIVQ,No,Two Year,0,Mailed Check,1,1,Female,0,1,1,18,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.1,428.45,0.0,,13–24
1093-YSWCA,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,0,0,11,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.55,223.15,0.0,,0–12
1094-BKOSX,No,One Year,0,Bank Transfer (Automatic),0,No Phone Service,Female,0,1,1,45,Dsl,0,1,1,1,0,1,51.0,2264.5,0.0,4.0,25–48
1095-JUDTC,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,47,Fiber Optic,0,1,0,1,1,0,95.05,4504.55,1.0,3.0,25–48
1095-WGNGG,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,1,0,61,Fiber Optic,0,1,0,0,1,1,101.05,5971.25,0.0,3.0,49–72
1096-ADRUX,No,One Year,1,Bank Transfer (Automatic),1,1,Female,0,1,1,66,Fiber Optic,0,0,0,0,0,0,74.25,4859.25,0.0,0.0,49–72
1097-FSPVW,No,Month-To-Month,0,Credit Card (Automatic),1,0,Female,0,0,0,42,Dsl,1,0,1,0,0,0,54.55,2455.05,0.0,2.0,25–48
1098-KFQEC,No,Two Year,0,Credit Card (Automatic),1,0,Female,0,1,1,55,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.4,1083.0,0.0,,49–72
1098-TDVUQ,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.25,19.25,0.0,,0–12
1099-BTKWT,No,One Year,1,Electronic Check,0,No Phone Service,Female,0,1,0,68,Dsl,1,0,1,0,1,1,54.4,3723.65,0.0,4.0,49–72
1099-GODLO,No,Two Year,0,Mailed Check,1,0,Female,0,1,1,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,20.35,0.0,,0–12
1100-DDVRV,No,Month-To-Month,1,Mailed Check,0,No Phone Service,Male,0,1,0,17,Dsl,0,1,0,0,1,1,49.8,836.35,0.0,3.0,13–24
1101-SSWAG,No,Month-To-Month,1,Electronic Check,1,1,Female,0,1,0,15,Dsl,0,0,0,0,0,0,51.1,711.15,0.0,0.0,13–24
1104-FEJAM,No,Month-To-Month,0,Electronic Check,1,1,Male,0,1,1,28,Dsl,0,1,0,0,0,1,64.4,1802.15,0.0,2.0,25–48
1104-TNLZA,No,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,28,Fiber Optic,0,1,0,1,1,1,105.8,2998.0,0.0,4.0,25–48
1106-HRLKZ,No,Two Year,0,Mailed Check,1,0,Male,0,1,1,40,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.6,808.95,0.0,,25–48
1110-KYLGQ,No,Month-To-Month,0,Credit Card (Automatic),1,1,Female,0,0,0,63,Fiber Optic,1,1,1,0,1,1,108.25,6780.1,0.0,5.0,49–72
1112-CUNAO,Yes,Month-To-Month,0,Electronic Check,1,1,Female,1,0,0,15,Fiber Optic,0,1,0,0,0,1,89.85,1424.95,1.0,2.0,13–24
1113-IUJYX,Yes,One Year,0,Mailed Check,1,0,Female,0,1,0,14,Fiber Optic,1,1,0,1,1,1,105.95,1348.9,1.0,5.0,13–24
1114-CENIM,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,0,1,54,Dsl,0,1,0,0,0,0,55.0,3092.65,1.0,1.0,49–72
1116-DXXDF,No,Two Year,1,Electronic Check,1,0,Male,0,0,0,39,Fiber Optic,1,0,1,0,1,1,100.45,3801.7,0.0,4.0,25–48
1116-FRYVH,No,Two Year,0,Mailed Check,0,No Phone Service,Female,0,1,1,48,Dsl,1,1,0,1,0,0,39.4,1978.65,0.0,3.0,25–48
1119-VJAQV,,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,6,Fiber Optic,0,0,1,0,0,0,80.8,457.1,,1.0,0–12
1120-BMWUB,Yes,Month-To-Month,1,Mailed Check,1,0,Female,0,0,0,16,Dsl,0,1,0,1,0,0,53.9,834.15,1.0,2.0,13–24
1121-QSIVB,No,One Year,1,Mailed Check,1,1,Female,0,0,1,44,Dsl,0,1,0,0,1,1,77.55,3471.1,0.0,3.0,25–48
1122-JWTJW,Yes,Month-To-Month,1,Mailed Check,1,0,Male,0,1,1,1,Fiber Optic,0,0,0,0,0,0,70.65,70.65,1.0,0.0,0–12
1122-YJBCS,No,One Year,1,Credit Card (Automatic),1,0,Male,0,1,0,69,Dsl,1,1,0,0,0,0,53.65,3804.4,0.0,2.0,49–72
1125-SNVCK,No,Month-To-Month,0,Mailed Check,1,0,Female,1,0,0,49,Dsl,0,0,0,0,0,0,43.8,2106.05,0.0,0.0,49–72
1131-ALZWV,No,One Year,0,Bank Transfer (Automatic),1,1,Female,0,0,0,24,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.6,605.25,0.0,,13–24
1131-QQZEB,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,1,1,0,71,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,23.95,1756.2,0.0,,49–72
1131-SUEKT,No,One Year,1,Bank Transfer (Automatic),1,0,Male,0,1,1,61,Fiber Optic,0,1,0,1,1,1,98.45,6145.2,0.0,4.0,49–72
1133-KXCGE,No,One Year,0,Mailed Check,1,0,Female,0,0,0,18,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.1,407.05,0.0,,13–24
1134-YWTYF,No,Month-To-Month,1,Electronic Check,1,0,Male,0,1,0,27,Dsl,0,1,0,1,0,0,53.8,1389.85,0.0,2.0,25–48
1135-HIORI,No,One Year,1,Electronic Check,1,1,Female,0,1,1,64,Fiber Optic,0,1,1,1,1,1,111.45,7266.95,0.0,5.0,49–72
1135-LMECX,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.85,19.85,0.0,,0–12
1136-XGEQU,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,1,50,Dsl,0,1,1,1,1,1,84.15,4164.4,0.0,5.0,49–72
1137-DGOWI,No,One Year,0,Bank Transfer (Automatic),1,0,Female,0,1,0,30,Dsl,0,1,1,1,0,1,70.25,2198.9,0.0,4.0,25–48
1139-WUOAH,No,Two Year,0,Credit Card (Automatic),0,No Phone Service,Male,0,0,0,57,Dsl,0,0,1,1,1,1,53.35,3090.05,0.0,4.0,49–72
1140-UKVZG,No,Month-To-Month,0,Mailed Check,1,1,Female,0,0,0,17,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.8,475.25,0.0,,13–24
1142-IHLOO,No,One Year,0,Credit Card (Automatic),1,0,Female,0,0,0,51,Fiber Optic,0,0,0,0,1,1,87.55,4475.9,0.0,2.0,49–72
1142-WACZW,Yes,Month-To-Month,0,Bank Transfer (Automatic),0,No Phone Service,Male,0,0,0,2,Dsl,0,0,0,1,0,0,29.85,75.6,1.0,1.0,0–12
1143-NMNQJ,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,2,Fiber Optic,0,0,0,0,0,1,85.7,169.8,1.0,1.0,0–12
1150-FTQGN,No,One Year,0,Bank Transfer (Automatic),1,1,Female,0,1,1,60,Fiber Optic,1,1,0,0,1,0,94.15,5811.8,0.0,3.0,49–72
1150-WFARN,Yes,Two Year,1,Credit Card (Automatic),1,1,Female,0,1,1,67,Fiber Optic,1,0,1,1,1,1,108.75,7156.2,1.0,5.0,49–72
1153-GNOLC,No,One Year,1,Electronic Check,0,No Phone Service,Male,0,0,0,33,Dsl,0,1,0,0,1,0,39.1,1309.0,0.0,2.0,25–48
1154-HYWWO,No,One Year,0,Mailed Check,1,0,Male,0,0,0,38,Dsl,1,1,0,1,1,0,70.6,2708.2,0.0,4.0,25–48
1156-ZFYDO,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.75,19.75,0.0,,0–12
1157-BQCUW,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,1,Fiber Optic,0,0,0,0,0,0,74.95,74.95,1.0,0.0,0–12
1159-WFSGR,No,Month-To-Month,0,Electronic Check,1,0,Female,0,1,1,16,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.4,321.4,0.0,,13–24
1162-ECVII,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,1,1,0,72,Fiber Optic,0,1,1,1,1,1,109.75,7932.5,0.0,5.0,49–72
1163-ONYEY,No,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,1,1,41,Dsl,1,1,1,0,1,0,74.55,3023.55,0.0,4.0,25–48
1163-VIPRI,No,Two Year,0,Electronic Check,1,1,Female,0,1,1,65,Fiber Optic,1,0,1,1,1,1,109.3,7337.55,0.0,5.0,49–72
1166-PQLGG,No,Two Year,0,Bank Transfer (Automatic),1,0,Female,0,1,1,72,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.55,1463.45,0.0,,49–72
1167-OYZJF,No,Two Year,1,Bank Transfer (Automatic),1,0,Female,1,1,0,67,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.05,1263.05,0.0,,49–72
1169-SAOCL,No,One Year,1,Bank Transfer (Automatic),1,1,Male,0,0,0,49,Fiber Optic,0,1,0,1,1,1,106.65,5168.1,0.0,4.0,49–72
1169-WCVAK,No,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,1,0,19,Fiber Optic,1,1,0,1,0,0,88.8,1672.35,0.0,3.0,13–24
1170-SASML,No,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,0,1,0,69,Fiber Optic,0,1,1,0,0,0,85.4,5869.4,0.0,2.0,49–72
1171-TYKUR,No,Month-To-Month,0,Electronic Check,1,1,Male,0,1,0,47,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.4,1139.2,0.0,,25–48
1172-VIYBP,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,1,53,Dsl,1,1,0,0,0,1,69.7,3686.05,0.0,3.0,49–72
1173-NOEYG,No,Month-To-Month,0,Bank Transfer (Automatic),1,1,Female,0,1,0,27,Fiber Optic,0,0,1,0,0,1,90.15,2423.4,0.0,2.0,25–48
1173-XZPYF,No,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,11,Fiber Optic,0,0,1,0,1,0,89.2,990.3,0.0,2.0,0–12
1174-FGIFN,No,One Year,1,Electronic Check,1,1,Female,0,1,1,28,Fiber Optic,0,0,0,1,0,1,90.45,2509.25,0.0,2.0,25–48
